finish -2: Computing delta...
finish -1: Starting kernel launch from Python binding, s_q=4096, topk_length=2048
[B146 SQ73 CTA0] k=1 [WG3] step 6: bar_kv_peer_ready done
[B136 SQ68 CTA0] k=1 [WG3] step 6: bar_kv_peer_ready done
[B127 SQ63 CTA1] k=1 [WG3] step 8-pre: wait bar_dkv_part0_done phase=1
[B63 SQ31 CTA1] k=1 [WG3] step 10-pre: wait bar_dkv_part1_done phase=1
[B138 SQ69 CTA0] k=1 [WG3] step 6: bar_kv_peer_ready done
[B134 SQ67 CTA0] k=1 [WG3] step 6: bar_kv_peer_ready done
[B140 SQ70 CTA0] k=1 [WG3] step 6: bar_kv_peer_ready done
[B144 SQ72 CTA0] k=1 [WG3] step 6: bar_kv_peer_ready done
[B130 SQ65 CTA0] k=1 [WG3] step 7: bar_dq_ready arrive
[B142 SQ71 CTA0] k=1 [WG3] step 7: bar_dq_ready arrive
[B126 SQ63 CTA0] k=1 [WG3] step 6: bar_kv_peer_ready done
[B62 SQ31 CTA0] k=1 [WG3] step 8: bar_dkv_part0_done done
[B136 SQ68 CTA0] k=1 [WG3] step 7: bar_dq_ready arrive
[B146 SQ73 CTA0] k=1 [WG3] step 7: bar_dq_ready arrive
[B127 SQ63 CTA1] k=1 [WG3] step 8: bar_dkv_part0_done done
[B63 SQ31 CTA1] k=1 [WG3] step 10: bar_dkv_part1_done done
[B138 SQ69 CTA0] k=1 [WG3] step 7: bar_dq_ready arrive
[B134 SQ67 CTA0] k=1 [WG3] step 7: bar_dq_ready arrive
[B140 SQ70 CTA0] k=1 [WG3] step 7: bar_dq_ready arrive
[B130 SQ65 CTA0] k=1 [WG3] step 8-pre: wait bar_dkv_part0_done phase=1
[B144 SQ72 CTA0] k=1 [WG3] step 7: bar_dq_ready arrive
[B142 SQ71 CTA0] k=1 [WG3] step 8-pre: wait bar_dkv_part0_done phase=1
[B126 SQ63 CTA0] k=1 [WG3] step 7: bar_dq_ready arrive
[B62 SQ31 CTA0] k=1 [WG3] step 9: bar_dkv_part1_ready arrive
[B136 SQ68 CTA0] k=1 [WG3] step 8-pre: wait bar_dkv_part0_done phase=1
[B146 SQ73 CTA0] k=1 [WG3] step 8-pre: wait bar_dkv_part0_done phase=1
[B63 SQ31 CTA1] k=1 [WG3] step 11: bar_dkv_part2_ready arrive
[B127 SQ63 CTA1] k=1 [WG3] step 9: bar_dkv_part1_ready arrive
[B134 SQ67 CTA0] k=1 [WG3] step 8-pre: wait bar_dkv_part0_done phase=1
[B138 SQ69 CTA0] k=1 [WG3] step 8-pre: wait bar_dkv_part0_done phase=1
[B140 SQ70 CTA0] k=1 [WG3] step 8-pre: wait bar_dkv_part0_done phase=1
[B62 SQ31 CTA0] k=1 [WG3] step 10-pre: wait bar_dkv_part1_done phase=1
[B144 SQ72 CTA0] k=1 [WG3] step 8-pre: wait bar_dkv_part0_done phase=1
[B126 SQ63 CTA0] k=1 [WG3] step 8-pre: wait bar_dkv_part0_done phase=1
[B63 SQ31 CTA1] k=1 [WG3] step 12-pre: wait bar_dkv_part2_done phase=1
[B127 SQ63 CTA1] k=1 [WG3] step 10-pre: wait bar_dkv_part1_done phase=1
[B62 SQ31 CTA0] k=1 [WG3] step 10: bar_dkv_part1_done done
[B126 SQ63 CTA0] k=1 [WG3] step 8: bar_dkv_part0_done done
[B63 SQ31 CTA1] k=1 [WG3] step 12: bar_dkv_part2_done done
[B127 SQ63 CTA1] k=1 [WG3] step 10: bar_dkv_part1_done done
[B62 SQ31 CTA0] k=1 [WG3] step 11: bar_dkv_part2_ready arrive
[B126 SQ63 CTA0] k=1 [WG3] step 9: bar_dkv_part1_ready arrive
[B63 SQ31 CTA1] k=2 [WG3] step 3-pre: wait bar_s_ready phase=0
[B127 SQ63 CTA1] k=1 [WG3] step 11: bar_dkv_part2_ready arrive
[B62 SQ31 CTA0] k=1 [WG3] step 12-pre: wait bar_dkv_part2_done phase=1
[B126 SQ63 CTA0] k=1 [WG3] step 10-pre: wait bar_dkv_part1_done phase=1
[B127 SQ63 CTA1] k=1 [WG3] step 12-pre: wait bar_dkv_part2_done phase=1
[B62 SQ31 CTA0] k=1 [WG3] step 12: bar_dkv_part2_done done
[B126 SQ63 CTA0] k=1 [WG3] step 10: bar_dkv_part1_done done
[B127 SQ63 CTA1] k=1 [WG3] step 12: bar_dkv_part2_done done
[B62 SQ31 CTA0] k=2 [WG3] step 1-pre: wait bar_prologue_kv phase=0
[B126 SQ63 CTA0] k=1 [WG3] step 11: bar_dkv_part2_ready arrive
[B127 SQ63 CTA1] k=2 [WG3] step 3-pre: wait bar_s_ready phase=0
[B62 SQ31 CTA0] k=2 [WG3] step 1: bar_prologue_kv done
[B126 SQ63 CTA0] k=1 [WG3] step 12-pre: wait bar_dkv_part2_done phase=1
[B62 SQ31 CTA0] k=2 [WG3] step 2a: P done, bar_p_ready
[B63 SQ31 CTA1] k=2 [WG3] step 3: bar_s_ready done
[B126 SQ63 CTA0] k=1 [WG3] step 12: bar_dkv_part2_done done
[B62 SQ31 CTA0] k=2 [WG3] step 2b: dP done, bar_dp_ready
[B63 SQ31 CTA1] k=2 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B126 SQ63 CTA0] k=2 [WG3] step 1-pre: wait bar_prologue_kv phase=0
[B62 SQ31 CTA0] k=2 [WG3] step 3-pre: wait bar_s_ready phase=0
[B63 SQ31 CTA1] k=2 [WG3] step 4: bar_ds_ready done
[B126 SQ63 CTA0] k=2 [WG3] step 1: bar_prologue_kv done
[B62 SQ31 CTA0] k=2 [WG3] step 3: bar_s_ready done
[B63 SQ31 CTA1] k=2 [WG3] step 5: bar_dkv_part0_ready arrive
[B126 SQ63 CTA0] k=2 [WG3] step 2a: P done, bar_p_ready
[B127 SQ63 CTA1] k=2 [WG3] step 3: bar_s_ready done
[B62 SQ31 CTA0] k=2 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B63 SQ31 CTA1] k=2 [WG3] step 6-pre: wait bar_kv_peer_ready phase=0
[B126 SQ63 CTA0] k=2 [WG3] step 2b: dP done, bar_dp_ready
[B127 SQ63 CTA1] k=2 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B62 SQ31 CTA0] k=2 [WG3] step 4: bar_ds_ready done
[B63 SQ31 CTA1] k=2 [WG3] step 6: bar_kv_peer_ready done
[B126 SQ63 CTA0] k=2 [WG3] step 3-pre: wait bar_s_ready phase=0
[B127 SQ63 CTA1] k=2 [WG3] step 4: bar_ds_ready done
[B62 SQ31 CTA0] k=2 [WG3] step 5: bar_dkv_part0_ready arrive
[B63 SQ31 CTA1] k=2 [WG3] step 7: bar_dq_ready arrive
[B126 SQ63 CTA0] k=2 [WG3] step 3: bar_s_ready done
[B127 SQ63 CTA1] k=2 [WG3] step 5: bar_dkv_part0_ready arrive
[B62 SQ31 CTA0] k=2 [WG3] step 6-pre: wait bar_kv_peer_ready phase=0
[B63 SQ31 CTA1] k=2 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B126 SQ63 CTA0] k=2 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B127 SQ63 CTA1] k=2 [WG3] step 6-pre: wait bar_kv_peer_ready phase=0
[B62 SQ31 CTA0] k=2 [WG3] step 6: bar_kv_peer_ready done
[B63 SQ31 CTA1] k=2 [WG3] step 8: bar_dkv_part0_done done
[B126 SQ63 CTA0] k=2 [WG3] step 4: bar_ds_ready done
[B127 SQ63 CTA1] k=2 [WG3] step 6: bar_kv_peer_ready done
[B62 SQ31 CTA0] k=2 [WG3] step 7: bar_dq_ready arrive
[B63 SQ31 CTA1] k=2 [WG3] step 9: bar_dkv_part1_ready arrive
[B126 SQ63 CTA0] k=2 [WG3] step 5: bar_dkv_part0_ready arrive
[B127 SQ63 CTA1] k=2 [WG3] step 7: bar_dq_ready arrive
[B62 SQ31 CTA0] k=2 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B63 SQ31 CTA1] k=2 [WG3] step 10-pre: wait bar_dkv_part1_done phase=0
[B126 SQ63 CTA0] k=2 [WG3] step 6-pre: wait bar_kv_peer_ready phase=0
[B127 SQ63 CTA1] k=2 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B62 SQ31 CTA0] k=2 [WG3] step 8: bar_dkv_part0_done done
[B63 SQ31 CTA1] k=2 [WG3] step 10: bar_dkv_part1_done done
[B126 SQ63 CTA0] k=2 [WG3] step 6: bar_kv_peer_ready done
[B127 SQ63 CTA1] k=2 [WG3] step 8: bar_dkv_part0_done done
[B62 SQ31 CTA0] k=2 [WG3] step 9: bar_dkv_part1_ready arrive
[B63 SQ31 CTA1] k=2 [WG3] step 11: bar_dkv_part2_ready arrive
[B126 SQ63 CTA0] k=2 [WG3] step 7: bar_dq_ready arrive
[B127 SQ63 CTA1] k=2 [WG3] step 9: bar_dkv_part1_ready arrive
[B62 SQ31 CTA0] k=2 [WG3] step 10-pre: wait bar_dkv_part1_done phase=0
[B63 SQ31 CTA1] k=2 [WG3] step 12-pre: wait bar_dkv_part2_done phase=0
[B126 SQ63 CTA0] k=2 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B127 SQ63 CTA1] k=2 [WG3] step 10-pre: wait bar_dkv_part1_done phase=0
[B62 SQ31 CTA0] k=2 [WG3] step 10: bar_dkv_part1_done done
[B63 SQ31 CTA1] k=2 [WG3] step 12: bar_dkv_part2_done done
[B126 SQ63 CTA0] k=2 [WG3] step 8: bar_dkv_part0_done done
[B62 SQ31 CTA0] k=2 [WG3] step 11: bar_dkv_part2_ready arrive
[B127 SQ63 CTA1] k=2 [WG3] step 10: bar_dkv_part1_done done
[B63 SQ31 CTA1] k=3 [WG3] step 3-pre: wait bar_s_ready phase=1
[B126 SQ63 CTA0] k=2 [WG3] step 9: bar_dkv_part1_ready arrive
[B62 SQ31 CTA0] k=2 [WG3] step 12-pre: wait bar_dkv_part2_done phase=0
[B127 SQ63 CTA1] k=2 [WG3] step 11: bar_dkv_part2_ready arrive
[B126 SQ63 CTA0] k=2 [WG3] step 10-pre: wait bar_dkv_part1_done phase=0
[B62 SQ31 CTA0] k=2 [WG3] step 12: bar_dkv_part2_done done
[B127 SQ63 CTA1] k=2 [WG3] step 12-pre: wait bar_dkv_part2_done phase=0
[B126 SQ63 CTA0] k=2 [WG3] step 10: bar_dkv_part1_done done
[B62 SQ31 CTA0] k=3 [WG3] step 1-pre: wait bar_prologue_kv phase=1
[B127 SQ63 CTA1] k=2 [WG3] step 12: bar_dkv_part2_done done
[B126 SQ63 CTA0] k=2 [WG3] step 11: bar_dkv_part2_ready arrive
[B62 SQ31 CTA0] k=3 [WG3] step 1: bar_prologue_kv done
[B127 SQ63 CTA1] k=3 [WG3] step 3-pre: wait bar_s_ready phase=1
[B126 SQ63 CTA0] k=2 [WG3] step 12-pre: wait bar_dkv_part2_done phase=0
[B62 SQ31 CTA0] k=3 [WG3] step 2a: P done, bar_p_ready
[B63 SQ31 CTA1] k=3 [WG3] step 3: bar_s_ready done
[B126 SQ63 CTA0] k=2 [WG3] step 12: bar_dkv_part2_done done
[B62 SQ31 CTA0] k=3 [WG3] step 2b: dP done, bar_dp_ready
[B63 SQ31 CTA1] k=3 [WG3] step 4-pre: wait bar_ds_ready phase=1
[B126 SQ63 CTA0] k=3 [WG3] step 1-pre: wait bar_prologue_kv phase=1
[B62 SQ31 CTA0] k=3 [WG3] step 3-pre: wait bar_s_ready phase=1
[B63 SQ31 CTA1] k=3 [WG3] step 4: bar_ds_ready done
[B126 SQ63 CTA0] k=3 [WG3] step 1: bar_prologue_kv done
[B62 SQ31 CTA0] k=3 [WG3] step 3: bar_s_ready done
[B63 SQ31 CTA1] k=3 [WG3] step 5: bar_dkv_part0_ready arrive
[B126 SQ63 CTA0] k=3 [WG3] step 2a: P done, bar_p_ready
[B127 SQ63 CTA1] k=3 [WG3] step 3: bar_s_ready done
[B62 SQ31 CTA0] k=3 [WG3] step 4-pre: wait bar_ds_ready phase=1
[B63 SQ31 CTA1] k=3 [WG3] step 6-pre: wait bar_kv_peer_ready phase=1
[B62 SQ31 CTA0] k=3 [WG3] step 4: bar_ds_ready done
[B126 SQ63 CTA0] k=3 [WG3] step 2b: dP done, bar_dp_ready
[B127 SQ63 CTA1] k=3 [WG3] step 4-pre: wait bar_ds_ready phase=1
[B63 SQ31 CTA1] k=3 [WG3] step 6: bar_kv_peer_ready done
[B62 SQ31 CTA0] k=3 [WG3] step 5: bar_dkv_part0_ready arrive
[B126 SQ63 CTA0] k=3 [WG3] step 3-pre: wait bar_s_ready phase=1
[B63 SQ31 CTA1] k=3 [WG3] step 7: bar_dq_ready arrive
[B127 SQ63 CTA1] k=3 [WG3] step 4: bar_ds_ready done
[B62 SQ31 CTA0] k=3 [WG3] step 6-pre: wait bar_kv_peer_ready phase=1
[B126 SQ63 CTA0] k=3 [WG3] step 3: bar_s_ready done
[B63 SQ31 CTA1] k=3 [WG3] step 8-pre: wait bar_dkv_part0_done phase=1
[B127 SQ63 CTA1] k=3 [WG3] step 5: bar_dkv_part0_ready arrive
[B62 SQ31 CTA0] k=3 [WG3] step 6: bar_kv_peer_ready done
[B126 SQ63 CTA0] k=3 [WG3] step 4-pre: wait bar_ds_ready phase=1
[B63 SQ31 CTA1] k=3 [WG3] step 8: bar_dkv_part0_done done
[B127 SQ63 CTA1] k=3 [WG3] step 6-pre: wait bar_kv_peer_ready phase=1
[B62 SQ31 CTA0] k=3 [WG3] step 7: bar_dq_ready arrive
[B126 SQ63 CTA0] k=3 [WG3] step 4: bar_ds_ready done
[B63 SQ31 CTA1] k=3 [WG3] step 9: bar_dkv_part1_ready arrive
[B127 SQ63 CTA1] k=3 [WG3] step 6: bar_kv_peer_ready done
[B62 SQ31 CTA0] k=3 [WG3] step 8-pre: wait bar_dkv_part0_done phase=1
[B126 SQ63 CTA0] k=3 [WG3] step 5: bar_dkv_part0_ready arrive
[B63 SQ31 CTA1] k=3 [WG3] step 10-pre: wait bar_dkv_part1_done phase=1
[B127 SQ63 CTA1] k=3 [WG3] step 7: bar_dq_ready arrive
[B62 SQ31 CTA0] k=3 [WG3] step 8: bar_dkv_part0_done done
[B63 SQ31 CTA1] k=3 [WG3] step 10: bar_dkv_part1_done done
[B126 SQ63 CTA0] k=3 [WG3] step 6-pre: wait bar_kv_peer_ready phase=1
[B127 SQ63 CTA1] k=3 [WG3] step 8-pre: wait bar_dkv_part0_done phase=1
[B62 SQ31 CTA0] k=3 [WG3] step 9: bar_dkv_part1_ready arrive
[B63 SQ31 CTA1] k=3 [WG3] step 11: bar_dkv_part2_ready arrive
[B126 SQ63 CTA0] k=3 [WG3] step 6: bar_kv_peer_ready done
[B127 SQ63 CTA1] k=3 [WG3] step 8: bar_dkv_part0_done done
[B62 SQ31 CTA0] k=3 [WG3] step 10-pre: wait bar_dkv_part1_done phase=1
[B63 SQ31 CTA1] k=3 [WG3] step 12-pre: wait bar_dkv_part2_done phase=1
[B126 SQ63 CTA0] k=3 [WG3] step 7: bar_dq_ready arrive
[B127 SQ63 CTA1] k=3 [WG3] step 9: bar_dkv_part1_ready arrive
[B62 SQ31 CTA0] k=3 [WG3] step 10: bar_dkv_part1_done done
[B63 SQ31 CTA1] k=3 [WG3] step 12: bar_dkv_part2_done done
[B126 SQ63 CTA0] k=3 [WG3] step 8-pre: wait bar_dkv_part0_done phase=1
[B127 SQ63 CTA1] k=3 [WG3] step 10-pre: wait bar_dkv_part1_done phase=1
[B62 SQ31 CTA0] k=3 [WG3] step 11: bar_dkv_part2_ready arrive
[B63 SQ31 CTA1] k=4 [WG3] step 3-pre: wait bar_s_ready phase=0
[B126 SQ63 CTA0] k=3 [WG3] step 8: bar_dkv_part0_done done
[B127 SQ63 CTA1] k=3 [WG3] step 10: bar_dkv_part1_done done
[B62 SQ31 CTA0] k=3 [WG3] step 12-pre: wait bar_dkv_part2_done phase=1
[B126 SQ63 CTA0] k=3 [WG3] step 9: bar_dkv_part1_ready arrive
[B127 SQ63 CTA1] k=3 [WG3] step 11: bar_dkv_part2_ready arrive
[B62 SQ31 CTA0] k=3 [WG3] step 12: bar_dkv_part2_done done
[B126 SQ63 CTA0] k=3 [WG3] step 10-pre: wait bar_dkv_part1_done phase=1
[B127 SQ63 CTA1] k=3 [WG3] step 12-pre: wait bar_dkv_part2_done phase=1
[B62 SQ31 CTA0] k=4 [WG3] step 1-pre: wait bar_prologue_kv phase=0
[B126 SQ63 CTA0] k=3 [WG3] step 10: bar_dkv_part1_done done
[B127 SQ63 CTA1] k=3 [WG3] step 12: bar_dkv_part2_done done
[B62 SQ31 CTA0] k=4 [WG3] step 1: bar_prologue_kv done
[B126 SQ63 CTA0] k=3 [WG3] step 11: bar_dkv_part2_ready arrive
[B127 SQ63 CTA1] k=4 [WG3] step 3-pre: wait bar_s_ready phase=0
[B62 SQ31 CTA0] k=4 [WG3] step 2a: P done, bar_p_ready
[B63 SQ31 CTA1] k=4 [WG3] step 3: bar_s_ready done
[B126 SQ63 CTA0] k=3 [WG3] step 12-pre: wait bar_dkv_part2_done phase=1
[B63 SQ31 CTA1] k=4 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B62 SQ31 CTA0] k=4 [WG3] step 2b: dP done, bar_dp_ready
[B126 SQ63 CTA0] k=3 [WG3] step 12: bar_dkv_part2_done done
[B63 SQ31 CTA1] k=4 [WG3] step 4: bar_ds_ready done
[B62 SQ31 CTA0] k=4 [WG3] step 3-pre: wait bar_s_ready phase=0
[B126 SQ63 CTA0] k=4 [WG3] step 1-pre: wait bar_prologue_kv phase=0
[B63 SQ31 CTA1] k=4 [WG3] step 5: bar_dkv_part0_ready arrive
[B62 SQ31 CTA0] k=4 [WG3] step 3: bar_s_ready done
[B126 SQ63 CTA0] k=4 [WG3] step 1: bar_prologue_kv done
[B63 SQ31 CTA1] k=4 [WG3] step 6-pre: wait bar_kv_peer_ready phase=0
[B62 SQ31 CTA0] k=4 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B126 SQ63 CTA0] k=4 [WG3] step 2a: P done, bar_p_ready
[B127 SQ63 CTA1] k=4 [WG3] step 3: bar_s_ready done
[B63 SQ31 CTA1] k=4 [WG3] step 6: bar_kv_peer_ready done
[B62 SQ31 CTA0] k=4 [WG3] step 4: bar_ds_ready done
[B63 SQ31 CTA1] k=4 [WG3] step 7: bar_dq_ready arrive
[B126 SQ63 CTA0] k=4 [WG3] step 2b: dP done, bar_dp_ready
[B127 SQ63 CTA1] k=4 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B62 SQ31 CTA0] k=4 [WG3] step 5: bar_dkv_part0_ready arrive
[B126 SQ63 CTA0] k=4 [WG3] step 3-pre: wait bar_s_ready phase=0
[B63 SQ31 CTA1] k=4 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B127 SQ63 CTA1] k=4 [WG3] step 4: bar_ds_ready done
[B62 SQ31 CTA0] k=4 [WG3] step 6-pre: wait bar_kv_peer_ready phase=0
[B126 SQ63 CTA0] k=4 [WG3] step 3: bar_s_ready done
[B63 SQ31 CTA1] k=4 [WG3] step 8: bar_dkv_part0_done done
[B127 SQ63 CTA1] k=4 [WG3] step 5: bar_dkv_part0_ready arrive
[B62 SQ31 CTA0] k=4 [WG3] step 6: bar_kv_peer_ready done
[B126 SQ63 CTA0] k=4 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B63 SQ31 CTA1] k=4 [WG3] step 9: bar_dkv_part1_ready arrive
[B62 SQ31 CTA0] k=4 [WG3] step 7: bar_dq_ready arrive
[B127 SQ63 CTA1] k=4 [WG3] step 6-pre: wait bar_kv_peer_ready phase=0
[B126 SQ63 CTA0] k=4 [WG3] step 4: bar_ds_ready done
[B63 SQ31 CTA1] k=4 [WG3] step 10-pre: wait bar_dkv_part1_done phase=0
[B62 SQ31 CTA0] k=4 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B127 SQ63 CTA1] k=4 [WG3] step 6: bar_kv_peer_ready done
[B126 SQ63 CTA0] k=4 [WG3] step 5: bar_dkv_part0_ready arrive
[B63 SQ31 CTA1] k=4 [WG3] step 10: bar_dkv_part1_done done
[B62 SQ31 CTA0] k=4 [WG3] step 8: bar_dkv_part0_done done
[B127 SQ63 CTA1] k=4 [WG3] step 7: bar_dq_ready arrive
[B126 SQ63 CTA0] k=4 [WG3] step 6-pre: wait bar_kv_peer_ready phase=0
[B63 SQ31 CTA1] k=4 [WG3] step 11: bar_dkv_part2_ready arrive
[B62 SQ31 CTA0] k=4 [WG3] step 9: bar_dkv_part1_ready arrive
[B127 SQ63 CTA1] k=4 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B126 SQ63 CTA0] k=4 [WG3] step 6: bar_kv_peer_ready done
[B63 SQ31 CTA1] k=4 [WG3] step 12-pre: wait bar_dkv_part2_done phase=0
[B62 SQ31 CTA0] k=4 [WG3] step 10-pre: wait bar_dkv_part1_done phase=0
[B127 SQ63 CTA1] k=4 [WG3] step 8: bar_dkv_part0_done done
[B126 SQ63 CTA0] k=4 [WG3] step 7: bar_dq_ready arrive
[B63 SQ31 CTA1] k=4 [WG3] step 12: bar_dkv_part2_done done
[B62 SQ31 CTA0] k=4 [WG3] step 10: bar_dkv_part1_done done
[B127 SQ63 CTA1] k=4 [WG3] step 9: bar_dkv_part1_ready arrive
[B126 SQ63 CTA0] k=4 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B63 SQ31 CTA1] k=5 [WG3] step 3-pre: wait bar_s_ready phase=1
[B62 SQ31 CTA0] k=4 [WG3] step 11: bar_dkv_part2_ready arrive
[B127 SQ63 CTA1] k=4 [WG3] step 10-pre: wait bar_dkv_part1_done phase=0
[B126 SQ63 CTA0] k=4 [WG3] step 8: bar_dkv_part0_done done
[B62 SQ31 CTA0] k=4 [WG3] step 12-pre: wait bar_dkv_part2_done phase=0
[B127 SQ63 CTA1] k=4 [WG3] step 10: bar_dkv_part1_done done
[B126 SQ63 CTA0] k=4 [WG3] step 9: bar_dkv_part1_ready arrive
[B62 SQ31 CTA0] k=4 [WG3] step 12: bar_dkv_part2_done done
[B127 SQ63 CTA1] k=4 [WG3] step 11: bar_dkv_part2_ready arrive
[B126 SQ63 CTA0] k=4 [WG3] step 10-pre: wait bar_dkv_part1_done phase=0
[B62 SQ31 CTA0] k=5 [WG3] step 1-pre: wait bar_prologue_kv phase=1
[B127 SQ63 CTA1] k=4 [WG3] step 12-pre: wait bar_dkv_part2_done phase=0
[B126 SQ63 CTA0] k=4 [WG3] step 10: bar_dkv_part1_done done
[B62 SQ31 CTA0] k=5 [WG3] step 1: bar_prologue_kv done
[B127 SQ63 CTA1] k=4 [WG3] step 12: bar_dkv_part2_done done
[B126 SQ63 CTA0] k=4 [WG3] step 11: bar_dkv_part2_ready arrive
[B62 SQ31 CTA0] k=5 [WG3] step 2a: P done, bar_p_ready
[B63 SQ31 CTA1] k=5 [WG3] step 3: bar_s_ready done
[B127 SQ63 CTA1] k=5 [WG3] step 3-pre: wait bar_s_ready phase=1
[B126 SQ63 CTA0] k=4 [WG3] step 12-pre: wait bar_dkv_part2_done phase=0
[B62 SQ31 CTA0] k=5 [WG3] step 2b: dP done, bar_dp_ready
[B63 SQ31 CTA1] k=5 [WG3] step 4-pre: wait bar_ds_ready phase=1
[B126 SQ63 CTA0] k=4 [WG3] step 12: bar_dkv_part2_done done
[B63 SQ31 CTA1] k=5 [WG3] step 4: bar_ds_ready done
[B62 SQ31 CTA0] k=5 [WG3] step 3-pre: wait bar_s_ready phase=1
[B126 SQ63 CTA0] k=5 [WG3] step 1-pre: wait bar_prologue_kv phase=1
[B63 SQ31 CTA1] k=5 [WG3] step 5: bar_dkv_part0_ready arrive
[B62 SQ31 CTA0] k=5 [WG3] step 3: bar_s_ready done
[B126 SQ63 CTA0] k=5 [WG3] step 1: bar_prologue_kv done
[B63 SQ31 CTA1] k=5 [WG3] step 6-pre: wait bar_kv_peer_ready phase=1
[B62 SQ31 CTA0] k=5 [WG3] step 4-pre: wait bar_ds_ready phase=1
[B126 SQ63 CTA0] k=5 [WG3] step 2a: P done, bar_p_ready
[B127 SQ63 CTA1] k=5 [WG3] step 3: bar_s_ready done
[B63 SQ31 CTA1] k=5 [WG3] step 6: bar_kv_peer_ready done
[B62 SQ31 CTA0] k=5 [WG3] step 4: bar_ds_ready done
[B126 SQ63 CTA0] k=5 [WG3] step 2b: dP done, bar_dp_ready
[B127 SQ63 CTA1] k=5 [WG3] step 4-pre: wait bar_ds_ready phase=1
[B63 SQ31 CTA1] k=5 [WG3] step 7: bar_dq_ready arrive
[B62 SQ31 CTA0] k=5 [WG3] step 5: bar_dkv_part0_ready arrive
[B126 SQ63 CTA0] k=5 [WG3] step 3-pre: wait bar_s_ready phase=1
[B127 SQ63 CTA1] k=5 [WG3] step 4: bar_ds_ready done
[B63 SQ31 CTA1] k=5 [WG3] step 8-pre: wait bar_dkv_part0_done phase=1
[B62 SQ31 CTA0] k=5 [WG3] step 6-pre: wait bar_kv_peer_ready phase=1
[B126 SQ63 CTA0] k=5 [WG3] step 3: bar_s_ready done
[B127 SQ63 CTA1] k=5 [WG3] step 5: bar_dkv_part0_ready arrive
[B63 SQ31 CTA1] k=5 [WG3] step 8: bar_dkv_part0_done done
[B62 SQ31 CTA0] k=5 [WG3] step 6: bar_kv_peer_ready done
[B126 SQ63 CTA0] k=5 [WG3] step 4-pre: wait bar_ds_ready phase=1
[B127 SQ63 CTA1] k=5 [WG3] step 6-pre: wait bar_kv_peer_ready phase=1
[B63 SQ31 CTA1] k=5 [WG3] step 9: bar_dkv_part1_ready arrive
[B62 SQ31 CTA0] k=5 [WG3] step 7: bar_dq_ready arrive
[B126 SQ63 CTA0] k=5 [WG3] step 4: bar_ds_ready done
[B127 SQ63 CTA1] k=5 [WG3] step 6: bar_kv_peer_ready done
[B63 SQ31 CTA1] k=5 [WG3] step 10-pre: wait bar_dkv_part1_done phase=1
[B62 SQ31 CTA0] k=5 [WG3] step 8-pre: wait bar_dkv_part0_done phase=1
[B126 SQ63 CTA0] k=5 [WG3] step 5: bar_dkv_part0_ready arrive
[B127 SQ63 CTA1] k=5 [WG3] step 7: bar_dq_ready arrive
[B63 SQ31 CTA1] k=5 [WG3] step 10: bar_dkv_part1_done done
[B62 SQ31 CTA0] k=5 [WG3] step 8: bar_dkv_part0_done done
[B126 SQ63 CTA0] k=5 [WG3] step 6-pre: wait bar_kv_peer_ready phase=1
[B127 SQ63 CTA1] k=5 [WG3] step 8-pre: wait bar_dkv_part0_done phase=1
[B63 SQ31 CTA1] k=5 [WG3] step 11: bar_dkv_part2_ready arrive
[B62 SQ31 CTA0] k=5 [WG3] step 9: bar_dkv_part1_ready arrive
[B126 SQ63 CTA0] k=5 [WG3] step 6: bar_kv_peer_ready done
[B127 SQ63 CTA1] k=5 [WG3] step 8: bar_dkv_part0_done done
[B63 SQ31 CTA1] k=5 [WG3] step 12-pre: wait bar_dkv_part2_done phase=1
[B62 SQ31 CTA0] k=5 [WG3] step 10-pre: wait bar_dkv_part1_done phase=1
[B126 SQ63 CTA0] k=5 [WG3] step 7: bar_dq_ready arrive
[B127 SQ63 CTA1] k=5 [WG3] step 9: bar_dkv_part1_ready arrive
[B63 SQ31 CTA1] k=5 [WG3] step 12: bar_dkv_part2_done done
[B62 SQ31 CTA0] k=5 [WG3] step 10: bar_dkv_part1_done done
[B126 SQ63 CTA0] k=5 [WG3] step 8-pre: wait bar_dkv_part0_done phase=1
[B127 SQ63 CTA1] k=5 [WG3] step 10-pre: wait bar_dkv_part1_done phase=1
[B63 SQ31 CTA1] k=6 [WG3] step 3-pre: wait bar_s_ready phase=0
[B62 SQ31 CTA0] k=5 [WG3] step 11: bar_dkv_part2_ready arrive
